,Word,Count
429,ниво,373
430,възраст,371
431,СР,370
434,необложен,369
435,бледа,364
439,изразена,361
442,момента,359
444,МРД,355
445,СЕ,354
446,удължено,354
448,реч,353
449,приглушени,352
453,подвижност,347
456,долните,340
457,крак,339
458,с-ние,339
459,подбедрица,338
460,кожата,337
461,РИТМИЧНА,337
462,крайниците,336
463,о,336
464,основи,336
467,към,333
469,липсват,330
470,ЖЛЕЗА,329
472,дълбока,326
473,лявата,326
475,големина,325
477,опипват,325
479,артерии,324
481,шепотна,322
483,развитие,321
484,ХРИПОВЕ,321
485,влажен,320
486,спокойно,320
488,коремен,318
489,основите,318
490,хемипареза,318
492,видима,315
493,отрицателно,315
494,пер,315
495,ВД,312
496,изписване,312
497,лапаротомия,312
499,ТОНЗИЛИ,311
501,дифузно,308
502,са,308
503,формация,308
504,карцином,307
505,самоизследване,307
507,дясната,306
511,глуховати,304
514,диабетно,303
515,основа,303
516,сонорен,303
517,отпадна,302
520,патолог,301
521,ту,299
523,повече,295
524,млечна,292
525,меко,290
526,дишането,289
527,мл.жлези,289
529,НЕ,286
530,оточни,286
531,очен,286
532,ЯСНИ,286
535,щит.жлеза,285
538,лека,282
540,коремна,280
542,еластични,279
544,ПО,277
546,патология,276
550,ВОД,272
551,ЩИТОВИДНА,271
552,lien,270
554,добавени,269
556,правилен,268
557,ласег,267
558,стълб,267
559,хиперемирано,265
561,ОБЩО,264
564,лек,263
565,резекция,263
566,главоболие,262
567,уголемени,261
570,декстра,260
571,хоспитализация,260
574,тремор,259
577,долавя,257
580,правилна,256
582,зачервено,255
583,усет,255
584,респираторно,254
586,години,253
587,ориентирана,253
588,размери,252
589,ритмични,250
592,лекарства,249
593,оперирана,248
594,ЛВ,247
601,СЪРДЕЧНА,244
602,трофични,244
603,чиста,244
604,тонзили,241
605,стена,241
607,захар,240
608,отдел,240
610,и.,239
611,оперативно,238
612,изследване,237
613,обрив,237
615,симетрични,237
619,=,236
620,отговаряща,235
622,сила,235
623,дистален,234
624,дорзалис,234
627,око,234
628,операция,233
629,дъги,232
630,спокойна,232
632,сухожилни,231
633,консултация,230
634,половини,230
635,химиотерапия,230
636,дихателна,228
637,ДО,228
638,еднакво,228
639,живи,228
641,СС,228
643,позиция,227
644,участие,225
645,жена,223
646,застойни,223
647,риск,223
650,кръста,221
651,проби,221
653,афебрилен,220
657,херния,218
659,пръснати,216
661,движение,215
662,активни,214
664,систоличен,213
665,афебрилна,213
666,болезнена,212
667,срединна,212
669,двигателен,211
671,пъпа,211
672,ех,210
673,отпадналост,210
674,очи,210
676,НС,209
677,редовно,209
679,очила,208
680,небни,207
684,физиологична,206
685,двата,205
686,ДВУСТРАННО,205
687,изследвания,204
689,вдясно,203
690,нормостеничен,203
691,личност,203
692,левостранна,203
695,може,201
697,КМС,200
698,магистрални,200
699,НПР,200
701,част,200
702,екстрасистоли,198
703,кашлица,197
705,урина,197
709,адекватен,194
710,артериално,194
712,напълнен,194
713,ЧИСТО,194
714,изразен,193
715,контрол,193
716,намалени,193
717,намалено,193
718,оточна,193
722,кардиолог,192
723,действителната,191
726,уриниране,191
728,изразени,190
729,мускулатура,190
732,бил,189
733,вибрационен,189
734,опорно,188
735,нормофреквентно,187
736,дясното,185
738,СТ,184
739,краката,183
741,колянна,182
742,контролен,182
743,адекватна,181
744,температура,181
745,дни,180
746,лицето,180
748,БМИ,179
750,умора,179
751,хипертония,179
752,вляво,178
753,долен,178
754,мекоеластични,178
755,мускулна,178
757,десния,177
758,шията,177
759,поради,177
760,ОДС,177
764,варикозни,176
765,гинекологичен,176
767,лесна,176
770,насочва,175
771,подвижна,175
772,фаринкс,175
773,ХСМ,175
775,вале,174
777,глезените,174
778,левия,174
780,но,174
781,световъртеж,174
782,ТЕМПЕРАТУРА,174
783,пасивни,173
784,тъкан,173
785,черво,173
786,score,173
787,нос,172
788,ОТ,172
792,във,170
793,рит,170
794,с-ми,170
799,шиен,169
801,квадрант,168
803,удара,168
805,нервна,167
806,претер,167
807,СЪСТОЯНИЕ,167
809,НЕБОЛЕЗНЕН,166
810,нистагъм,166
811,няколко,166
813,оцветка,166
815,чест,166
816,анус,165
817,ниско,165
819,заболявания,164
820,мл.жлеза,164
822,особености,164
824,долна,163
825,чувствителност,163
826,шийни,163
827,деформации,162
831,розова,162
832,ръцете,161
833,обучена,160
835,паравертебрално,160
836,периферен,160
837,психично,160
840,мъж,159
842,вземат,158
843,О,158
845,крайник,157
846,носа,157
847,оперативна,157
848,повърхностна,157
850,бел,156
851,места,156
854,умерено,156
855,цианоза,156
856,всички,155
857,гърба,155
860,крака,155
861,НОРМА,155
862,сърцебиене,155
863,тежест,155
865,белодробни,154
866,пациентката,154
868,втори,153
869,контролира,153
870,през,153
871,тотална,153
872,бледорозови,152
873,нарушения,152
874,постоперативен,152
875,респираторна,152
879,пост,151
880,ЩЖ,151
881,гръдни,150
882,образувание,150
884,латентни,149
885,суха,149
886,десностранна,148
887,бабински,148
888,повърхност,148
890,горен,147
891,дълбочина,147
894,налепи,146
896,често,146
897,патологична,145
898,ставите,145
899,уголемена,145
903,секрет,144
904,тела,144
905,целия,144
906,бол,143
907,напрегната,143
908,с.,143
909,степен,143
910,налеп,142
912,извършена,141
914,полиневритен,141
916,ТБС,141
917,указания,141
918,АХ,140
921,лигавици-розови,140
923,фреквенция,140
925,венозен,139
927,коляно,139
928,линия,139
929,мануално,139
930,меко-еластичен,139
931,пат,139
932,собствена,139
933,сух,139
935,артериални,137
940,зачервяване,136
941,неболезнена,136
943,ма,136
944,ПАЛПИРАТ,136
946,структура,136
947,гърдите,135
948,еластичност,135
949,задух,135
950,неразширени,135
951,външен,134
954,координация,134
958,затруднена,133
959,хрипчета,133
964,белег,132
965,ПАЛПАТОРНА,132
967,пресбиопия,132
970,паравертебрална,131
971,идва,131
973,допир,130
974,липсващо,130
977,процедура,130
978,силна,130
979,сър,130
980,сърдечно-съдова,130
981,БОЛКА,129
982,добър,129
983,набелязани,129
985,У,129
986,частична,129
989,],128
990,ДОБРО,128
991,един,128
992,еднакви,128
993,дадени,127
995,плътна,127
997,А.Н,126
998,дразнене,126
999,полиневропатия,126
1000,раменна,126
1001,трудно,126
1004,[,125
1005,сърдечен,125
1006,невролог,124
1008,стойности,124
1009,ПЛП,124
1012,ЕТ,123
1014,ръб,123
1015,СА,123
1016,ухо,123
1017,а.,122
1019,подвижни,122
1020,ПРИ,122
1021,хиперемия,122
1023,преглъщане,121
1025,вижда,120
1026,динамика,120
1027,неболезнени,120
1028,екзофталм,120
1029,множество,120
1030,надкостни,120
1032,проходим,120
1034,мастна,119
1035,очни,119
1036,преди,119
1037,прешлени,119
1039,смущения,119
1040,сук.реналис,118
1041,идем,118
1042,нарушена,118
1044,променени,118
1045,простата,118
1047,съобщава,118
1050,ГИНЕКОЛОГ,117
1052,мехур,117
1054,установяват,117
1056,конфигурация,116
1058,развита,116
1065,координационни,114
1066,помощ,114
1067,правилно,114
1068,усилена,114
1069,ускорена,114
1071,НЗОК,113
1072,резервоари,113
1073,хъркащи,113
1074,допълнителни,112
1075,като,112
1077,секреция,112
1078,средни,112
1080,дебелото,111
1081,контактен,111
1082,минута,111
1083,наляво,111
1084,опипва,111
1085,отстранена,111
1086,раждала,111
1087,ТУ,111
1089,изтръпване,110
1090,пациента,110
1091,пръст,110
1093,ръце,110
1098,периферните,109
1099,пръстите,109
1102,ало,108
1103,белодробна,108
1104,ВПО,108
1105,зърно,108
1108,лигавица,108
1110,проба,108
1111,ампутация,107
1115,крайника,107
1116,оцветени,107
1117,снижени,107
1118,чист,107
1120,БОЛЕЗНЕН,106
1122,ДАННИ,106
1123,добри,106
1125,страна,106
1126,pedis,106
1127,еластична,105
1128,къс,105
1131,слабо,105
1133,специалист,105
1135,затруднени,104
1136,касае,104
1138,отклонение,104
1139,средства,104
1143,ампутирана,103
1144,мургава,103
1146,ригидност,103
1147,затруднено,102
1149,ок,102
1150,приема,102
1151,простатата,102
1152,ПУЛСАЦИИ,102
1154,латентна,101
1155,образование,101
1157,провежда,101
1158,форма,101
1161,процес,100
1163,тест,100
1164,усилия,100
1166,зачервена,99
1169,ДЧ,99
1170,деформация,98
1171,деформирани,98
1172,лезия,98
1173,минали,98
1175,неуголемени,98
1176,си,98
1177,окули,98
1178,вертебрален,97
1179,горни,97
1182,чести,97
1183,диабетна,97
1185,мекоеластична,96
1186,артрозно,96
1188,в.,96
1190,месеца,96
1191,основата,96
1193,сравнително,96
1194,уплътнения,96
1195,главата,95
1196,колона,95
1197,лявото,95
1201,психическо,95
1203,спокойни,95
1204,ТОН,95
1209,аортен,94
1212,видимо,94
1214,зачервени,94
1215,които,94
1216,контактна,94
1219,ограничен,94
1220,парене,94
1221,установява,94
1222,невр.статус,93
1223,болест,93
1224,затлъстяване,93
1226,АСД,93
1227,тялото,93
1228,уринирането,93
1230,псих.статус,92
1231,достъпни,92
1235,съхранени,92
1236,ШВЗ,92
1238,бедро,91
1239,болезнено,91
1240,гонартроза,91
1241,или,91
1242,перкуторни,91
1244,интактни,91
1245,напрегнат,91
1247,оточен,91
1250,диабет,90
1251,лигавици-бледи,90
1252,обучение,90
1253,първично,90
1254,стягане,90
1256,БОЛЕЗНЕНОСТ,89
1257,ВИДИМИ,89
1259,едри,89
1260,индиферентна,89
1262,липса,89
1264,прояви,89
1265,уточняване,89
1266,атаксия,88
1267,близо,88
1268,гръдна,88
1271,пациентът,88
1272,прав,88
1274,съхранена,88
1275,чревна,88
1277,гръдният,87
1279,дефицит,87
1283,положение,87
1284,рамо,87
1286,СЪРДЕЧНИ,87
1288,ЛЯВА,86
1289,ограничена,86
1291,чер,86
1293,гадене,85
1295,заболяване,85
1296,НЯМА,85
1298,сетивност-запазена,85
1301,уретер,85
1303,цел,85
1306,двустранна,84
1307,зад,84
1309,посещение,84
1310,проведено,84
1311,пулсация,84
1314,СУХИ,84
1317,изкривявания,83
1319,инекция,83
1320,предмишница,83
1321,сърдечната,83
1322,уроб,83
1324,цвят,83
1325,явява,83
1327,аортата,82
1329,клепач,82
1330,общ,82
1332,помощни,82
1333,цикатрикси,82
1335,анамнеза,81
1336,висцеромегалия,81
1337,влажна,81
1338,ЛИГАВИЦИ,81
1340,ос,81
1341,периферна,81
1342,пропагация,81
1345,УВЕЛИЧЕНИ,81
1346,аномалии,80
1348,бъбрек,80
1349,възел,80
1350,колкото,80
1352,опериран,80
1353,ОТСЛАБЕНО,80
1354,ПМТ,80
1356,сочно,80
1357,състоянието,80
1358,тазови,80
1359,ЦИКАТРИКС,80
1361,ДОЛНИ,79
1362,тазобедрени,79
1366,аритмия,78
1368,диспансеризиран,78
1371,НАХОДКА,78
1372,нестабилна,78
1377,ритмичен,78
1378,хепатоспленомегалия,78
1379,ПВ,78
1380,артериите,77
1381,ритм.дейност,77
1382,глюкоза,77
1383,зрението,77
1385,ПОС,77
1386,ПРЕГЛЕД,77
1388,сетивни,77
1389,СЛЕД,77
1390,сливици,77
1392,ЗАПАЗЕНИ,76
1393,липсващи,76
1397,ПРОМЕНИ,76
1398,психически,76
1403,белодробните,75
1404,бронхоспазъм,75
1405,вид.лигавици,75
1406,дял,75
1409,физически,75
1410,ХС,75
1411,ЧД,75
1412,а.дорзалис,74
1418,блумберг,74
1420,цветно,74
1422,гръд.кош,73
1423,дифузна,73
1426,ПАТОЛОГИЧНИ,73
1427,лумбален,73
1430,вибрационна,72
1431,пикочо-полова,72
1432,апсихотичен,72
1434,консултации,72
1435,направление,72
1436,натиск,72
1437,нервно,72
1441,рани,72
1442,ри,72
1443,средна,72
1444,точките,72
1446,хирург,72
1447,венозна,71
1448,изпраща,71
1449,направена,71
1451,орех,71
1453,уретерите,71
1454,подкожна,71
1455,самоконтрол,71
1456,слабост,71
1459,ЧЕРЕН,71
1460,гърлото,70
1461,коленните,70
1462,консулт,70
1464,мускулен,70
1466,симптоми,70
1468,СЪС,70
1472,шийна,70
1473,ШУМОВЕ,70
1474,артериална,69
1475,белезникав,69
1476,бъде,69
1478,година,69
1486,перкусия,69
1487,подуване,69
1488,прегледа,69
1489,пълен,69
1491,розово,69
1492,ръката,69
1494,стар,69
1496,съм,69
1497,уголемен,69
1500,асцит,68
1501,гр.обиколка,68
1502,вътрешен,68
1503,прекордиума,68
1504,крепитации,68
1505,неоточни,68
1508,кост,68
1510,ЛЕКО,68
1511,лигав,68
1512,ВКФ,68
1513,нестабилен,68
1514,оглед,68
1515,ГДП,68
1517,протокол,68
1520,авто,67
1523,двигателна,67
1526,неуголемен,67
1527,която,67
1528,оточно,67
1529,медикаменти,67
1530,месец,67
1531,наднормено,67
1536,ТР,67
1538,УД,67
1539,ушите,67
1542,висцери,66
1543,ДВЕТЕ,66
1545,дъга.крайници,66
1546,ДЯСНО,66
1547,захарен,66
1548,катаракта,66
1549,кръв,66
1550,кървене,66
1551,лекува,66
1552,Ч.В.Д,66
1553,матка,66
1554,pulmo,66
1555,предстои,66
1558,слаба,66
1559,стабилен,66
1561,ППС,66
1562,говор,65
1563,им,65
1564,което,65
1565,ЦВЕТОУСЕЩАНЕ,65
1566,неуголемена,65
1568,обриви,65
1570,стабилна,65
1571,условията,65
1572,ходило,65
1574,че,65
1575,ясно,65
1582,емоционално,64
1583,интелект,64
1585,НОРМАЛЕН,64
1587,пациент,64
1588,аднекси,64
1591,съзнание,64
1592,трета,64
1593,тромбофлебит,64
1594,установен,64
1595,установена,64
1596,устата,64
1597,участват,64
1598,хрема,64
1600,централна,64
1601,високи,63
1602,горна,63
1604,гърди,63
1605,допускащ,63
1606,зачервен,63
1610,ОС,63
1611,отслабен,63
1613,слухов,63
1617,твърда,63
1618,терапията,63
1619,уплътнение,63
1624,венозни,62
1626,гръбначния,62
1627,дискоординационен,62
1628,долната,62
1629,ирадиация,62
1630,насочена,62
1631,опорно-двигателен,62
1632,отрича,62
1633,плътност,62
1634,повръщане,62
1635,развит,62
1637,силни,62
1638,супрапубично,62
1641,ВЪРХА,61
1643,ДЯСНА,61
1645,интервенция,61
1646,КОШ,61
1649,ориентировъчно,61
1650,оросени,61
1651,постигне,61
1654,средство,61
1656,установени,61
1658,частично,61
1661,аорта,60
1662,бланка,60
1665,движенията,60
1666,курс,60
1667,необходимост,60
1669,огнищна,60
1671,пареза,60
1675,чува,60
1679,афазия,59
1680,височина,59
1681,дава,59
1685,извънболничната,59
1686,ИЗОСТРЕНО,59
1688,онколог,59
1689,поддържаща,59
1693,РЕФЛЕКСИ,59
1695,СВИРКАЩИ,59
1697,хрип,59
1699,артерия,58
1700,доловими,58
1702,ЗАПАЗЕНА,58
1703,лечебната,58
1705,образувания,58
1706,оплакване,58
1708,отд.с-ма,58
1709,помощно,58
1710,ПРИБАВЕНИ,58
1711,придвижва,58
1712,смутена,58
1713,спонтанна,58
1714,тъй,58
1715,УВРЕДЕНО,58
1716,А.С.Д,57
1717,дискретни,57
1718,долавят,57
1719,други,57
1721,дъна,57
1722,ЗСН,57
1723,лезии,57
1725,мета,57
1726,об.талия,57
1727,оточност,57
1728,правилни,57
1729,проведена,57
1730,простатна,57
1731,пръсти,57
1733,рефлекс,57
1735,РС,57
1737,точки,57
1738,учестена,57
1739,физическо,57
1741,бъда,56
1743,заплати,56
1745,квадрантектомия,56
1746,лекарствата,56
1747,лигавици-чисти,56
1748,ЛЯВО,56
1749,назначаването,56
1750,ОПЕРАТИВЕН,56
1751,осигури,56
1752,протеин,56
1755,тонове-ясни,56
1756,уморяемост,56
1759,чувства,56
1762,горната,55
1763,гр.стълб,55
1764,дебело,55
1765,достатъчен,55
1767,кетотела,55
1768,кожни,55
1770,крампи,55
1771,лигавици-бледо,55
1774,ПОД,55
1775,пулсова,55
1777,разнокалибрени,55
1778,СТЕНИ,55
1780,сърбеж,55
1781,тазобедрена,55
1782,фамилна,55
1783,хиперсонорен,55
1787,виброусет,54
1788,върху,54
1789,голяма,54
1791,две,54
1793,ЕС,54
1794,зона,54
1796,МЗ,54
1797,мишница,54
1798,много,54
1801,петна,54
1803,ритмично,54
1804,РИТЪМ,54
1805,самостоятелна,54
1806,съществени,54
1808,хоризонтална,54
1809,ШУМОВА,54
1810,апсихотична,53
1811,бели,53
1813,Е,53
1814,здрав,53
1815,кетонни,53
1818,метра,53
1819,му,53
1820,нормата,53
1822,предна,53
1823,следи,53
1825,съдове-запазени,53
1826,чер.дроб,53
1829,ВЛАЖНИ,52
1830,влошено,52
1831,ВЪЗРАСТТА,52
1832,груб,52
1833,гръдната,52
1835,два,52
1838,кости,52
1840,ние,52
1841,нова,52
1842,нормостенен,52
1843,обривни,52
1844,офталмолог,52
1845,пациентка,52
1846,перкуторно,52
1848,поясна,52
1850,син.ритъм,52
1851,стомаха,52
1852,храносмилателна,52
1854,АПАРАТ,51
1855,биопсия,51
1856,глезен,51
1857,гърдата,51
1862,желая,51
1863,жива,51
1864,ЗАДОВОЛИТЕЛНО,51
1866,коригирано,51
1867,малки,51
1868,МЛЕЧНИ,51
1869,наблюдение,51
1872,непостоянно,51
1875,остеопороза,51
1876,ОТОК,51
1880,повърхностни,51
1881,положително,51
1884,РД,51
1886,стъпалата,51
1888,тревожна,51
1889,тяло,51
1891,уролог,51
1892,усилен,51
1893,усилени,51
1895,ЧИСТИ,51
1900,болков,50
1902,буза,50
1903,води,50
1904,гладка,50
1905,ДВИЖЕНИЯ,50
1906,изтръпвания,50
1908,мека,50
1913,сегмент,50
1914,систолно,50
1915,скъсен,50
1916,сърцето,50
1917,функции,50
1919,хор,50
1920,четирите,50
1922,астеничен,49
1923,бледовати,49
1924,ДПНП,49
1925,дробове,49
1926,ДЪГА,49
1927,клапа,49
1928,който,49
1931,НОРМАЛНА,49
1932,памет,49
1933,подутина,49
1935,прекордиум,49
1936,преписване,49
1938,типа,49
1939,устна,49
1940,хоризонтален,49
1941,централен,49
1942,Ч.М.Н,49
1943,челото,49
1948,%,48
1949,активно,48
1951,бастун,48
1954,единици,48
1959,нови,48
1960,обща,48
1961,особено,48
1962,палеца,48
1963,ПЕРИСТАЛТИКА,48
1965,профилактичен,48
1966,психични,48
1968,скованост,48
1969,средно,48
1970,субскапуларно,48
1971,съотношение,48
1972,същото,48
1974,фона,48
1977,аксиларно,47
1978,акцент,47
1979,бледорозова,47
1980,връх,47
1981,възпаление,47
1985,коксартроза,47
1986,кръвоносни,47
1987,леви,47
1988,лимфен,47
1989,между,47
1990,НАД,47
1991,напълно,47
1992,неболезнено,47
1994,положителен,47
1995,профил,47
1997,рецидив,47
1999,СЕТИВНОСТ,47
2000,стъпала,47
2001,таз,47
2003,хемихипестезия,47
2005,белези,46
2006,вез.дишане,46
2007,вид.разширени,46
2009,граница,46
2011,дефанс,46
2013,лента,46
2014,лесно,46
2016,локален,46
2017,лъчелечение,46
2018,нарушено,46
2020,НИВОТО,46
2021,нов,46
2026,уши,46
2029,глезенна,45
2031,ДР,45
2033,ефект,45
2035,информиран,45
2039,междинна,45
2040,мъждене,45
2041,новообразувание,45
2042,НОРМАЛНО,45
2044,оперативни,45
2049,проведени,45
2050,провеждане,45
2052,сетивна,45
2053,СИЛНО,45
2054,системно,45
2055,сърд.граници,45
2056,тибиални,45
2058,характер,45
2060,цялото,45
2062,белтък,44
2063,голям,44
2064,гръд,44
2067,кол,44
2069,контрактура,44
2070,леглото,44
2074,накуцваща,44
2077,орални,44
2078,отделение,44
2079,очите,44
2081,планова,44
2083,предимно,44
2084,редуцирана,44
2085,рецепта,44
2086,сок,44
2087,СПОКОЕН,44
2089,ТЕГЛО,44
2091,тумор,44
2092,фациес,44
2100,безапетитие,43
2101,безсъние,43
2102,болнично,43
2105,както,43
2107,мъркащи,43
2108,нормофреквентен,43
2109,обиколка,43
2112,охраненост,43
2114,полета,43
2115,ПСИХИЧЕН,43
2117,РЕНАЛИС,43
2119,сет,43
2122,фациалис,43
2123,хипертрофия,43
2124,ходилата,43
2126,централни,43
2127,dorsalis,43
2131,автоматизми,42
2133,взема,42
2134,градуса,42
2136,катетър,42
2138,начин,42
2139,непроменена,42
2141,патологично,42
2143,път,42
2144,раждания,42
2145,реакции,42
2146,същата,42
2150,туморна,42
2151,туморни,42
2154,аденокарцином,41
2155,акт,41
2158,взет,41
2159,врата,41
2160,вяла,41
2161,гръбначен,41
2163,заема,41
2164,канал,41
2165,коленете,41
2167,лабилна,41
2169,малък,41
2170,МСБ,41
2171,НЕУВЕЛИЧЕНИ,41
2173,обезитас,41
2175,оживени,41
2176,остър,41
2177,ОТКЛОНЕНИЯ,41
2179,пред,41
2180,тревожност,41
2181,умерена,41
2182,умерени,41
2183,хиперстеничен,41
2184,ходи,41
2185,abdomen,41
2188,А.А,40
2190,ахилесови,40
2192,ВТОРИ,40
2193,глезенни,40
2194,диаметър,40
2197,епикриза,40
2198,заморяване,40
2199,ЗАПАЗЕНО,40
2200,издаване,40
2201,изместена,40
2204,клепачите,40
2205,консултирана,40
2206,конюнктива,40
2207,конюнктиви,40
2208,крепитиращи,40
2209,лигавици-бледорозови,40
2210,лице,40
2214,оживена,40
2216,отделни,40
2217,поясната,40
2218,прибавена,40
2219,проход,40
2220,скенер,40
2222,тоновете,40
2225,я,40
2230,активност,39
2231,амбулаторно,39
2232,БЛЕДИ,39
2234,глас,39
2235,гънка,39
2239,десценденс,39
2241,ДК,39
2242,долу,39
2244,ласек,39
2245,лимфна,39
2246,мамектомирана,39
2247,млечните,39
2248,насочване,39
2251,обремененост,39
2253,оцветена,39
2255,продължаване,39
2256,протосистолен,39
2257,равновесие,39
2260,седмица,39
2261,съгласен,39
2262,фебрилен,39
2263,чужда,39
2264,шепот,39
2268,БЛЕДА,38
2269,бучка,38
2274,десни,38
2275,диагноза,38
2276,дисталните,38
2277,длан,38
2281,епигастриум,38
2282,здрава,38
2283,кожна,38
2284,кръвна,38
2287,налични,38
2289,неравна,38
2290,несмутена,38
2291,НОРМОФРЕКВЕНТНА,38
2292,НПП,38
2295,отслабена,38
2296,ПАЛПАТОРНО,38
2298,паренхимни,38
2299,подбедрицата,38
2300,ПРАВИЛНА,38
2302,пространство,38
2303,СМРД,38
2304,срединната,38
2306,топла,38
2307,уплътнена,38
2309,хиперстенен,38
2310,хрипове-двустранно,38
2315,апетит,37
2316,белодробен,37
2317,бледо-розови,37
2318,вдишване,37
2321,грахово,37
2322,гръбнака,37
2324,еритемни,37
2325,изпотяване,37
2329,недостатъчност,37
2336,поза,37
2337,разговорна,37
2339,СИНДРОМ,37
2340,спленомегалия,37
2343,тежка,37
2344,тилната,37
2346,флексия,37
2349,язва,37
